ID,total_amount
0,7.301153235983776
1,15.27529209620914
2,17.44933564462375
3,9.338944852277677
4,7.832587831718041
5,9.056527946822468
6,11.3113138597331
7,15.21429091237755
8,8.526092145479847
9,12.811503317037989
10,19.390428221092947
11,14.770485854634959
12,23.249889831653945
13,22.508160410728813
14,10.956340182707326
15,6.09023359065628
16,39.96201364557737
17,11.824542067951171
18,6.409620744045874
19,6.317485078115035
20,18.94013653122706
21,13.724088544990694
22,7.193435947293098
23,48.62925640352491
24,22.246227484796055
25,8.41437104038714
26,15.369869722302466
27,15.071043737335483
28,57.24352363952627
29,5.349332494563367
30,28.631231561724892
31,7.578161035002925
32,20.313451124881784
33,18.642545401644664
34,11.611705848093655
35,15.918006809298097
36,8.417567919078353
37,18.051703552610736
38,5.349332494563367
39,7.664217938636692
40,8.847588747522456
41,9.647781266367637
42,11.503158375012344
43,50.58597054522249
44,18.09701497868104
45,6.883306486188521
46,11.31010259010003
47,6.988974860208793
48,6.689781497877586
49,33.799385193655546
50,8.39890087718969
51,84.21776189128066
52,6.807375710179624
53,7.608265771298097
54,9.228638053731185
55,7.010707101584978
56,11.46330206457639
57,6.956501006578838
58,9.505695707745758
59,13.878293261999383
60,6.1424053900956075
61,25.491059181881024
62,42.27925220459965
63,5.665614510431361
64,12.55685678779624
65,9.094758010377056
66,14.178959215506037
67,20.38542128550036
68,11.171612790457871
69,17.26834295704331
70,8.479465008043428
71,29.409542834547015
72,8.597555306697528
73,13.249466269908721
74,7.876569541911748
75,10.818936812051131
76,12.011451760476323
77,12.005292943843
78,8.017832272931566
79,30.186674837443924
80,16.563986957676658
81,11.300829148978819
82,7.369928465880258
83,9.496338619431171
84,5.734404780515351
85,15.895282173743736
86,20.021331486562435
87,9.635536090051533
88,12.413863467332432
89,19.486515708049737
90,16.866611835225758
91,22.06468272495998
92,20.5827044312449
93,8.484667919234557
94,8.647475542628456
95,7.873881778549234
96,19.149829393837894
97,8.819729848537925
98,23.175546897982578
99,10.152963940142163
100,7.191136806089034
101,28.23134817276291
102,13.100453312656574
103,8.756113561213821
104,24.8601979044741
105,7.854002612810236
106,17.323777513493585
107,15.357374030611803
108,46.572076116069795
109,7.516740797771386
110,6.719750205150452
111,6.1716499847007364
112,31.479253689931202
113,6.598920933583717
114,15.139564633524614
115,12.564873917636092
116,5.995643533279468
117,56.09082405460815
118,5.928276836178965
119,9.368949250881803
120,10.033150927766446
121,11.09448766676607
122,6.422485235195117
123,28.309015800273308
124,9.225925336312612
125,8.756113561213821
126,16.247060210217374
127,9.635536090051533
128,6.8026366968190235
129,9.411167708763402
130,11.508591549323173
131,54.138134348524495
132,41.885466431545304
133,7.522750753252054
134,11.724118616776874
135,19.07247875559228
136,18.21687272158073
137,13.953873905194323
138,9.905669149584371
139,9.940646695703869
140,8.264404830014309
141,6.181193668095476
142,15.711792514325618
143,15.741913529890683
144,10.421071272391593
145,9.286709637722401
146,26.886724655609655
147,7.431738706426508
148,9.381110636549067
149,15.826989071673529
150,16.25918294908051
151,9.593234203546846
152,8.609126921516689
153,32.33189792934282
154,10.294347838712651
155,9.942142900044557
156,21.374368419287766
157,24.044476770965638
158,6.7813166574323205
159,25.124127267738857
160,14.385200831285346
161,5.955671602034658
162,11.146095402011966
163,18.82551245361595
164,11.932375120245196
165,7.324840274442227
166,9.068569038152456
167,7.898027525302366
168,9.234608337482843
169,7.2175134521136615
170,8.502198354024793
171,60.267033293936414
172,17.686584362213903
173,21.61090749860761
174,37.407868788947894
175,14.011533673967355
176,5.349332494563367
177,8.479465008043428
178,9.2290271358923
179,5.505014336362693
180,9.209642629925074
181,9.814453125562794
182,6.879349744038473
183,15.261974815604528
184,14.48298060602781
185,55.170291608453624
186,7.3769266032255105
187,8.025675293484584
188,62.26178575763659
189,9.933499044041342
190,10.917498294038385
191,39.270732507835895
192,5.956558062581834
193,12.804818238696042
194,20.498727711194164
195,6.988974860208793
196,12.297270134820328
197,18.849152994398608
198,6.530402133092643
199,9.81301254275652
200,8.998503269481565
201,11.1562766712639
202,12.689868075412464
203,12.254075520092632
204,7.682907193325135
205,10.618022853390805
206,7.031797391630667
207,12.736529953212939
208,8.527606482449878
209,12.005292943843
210,9.28081301775563
211,21.472129694047155
212,16.346716003058024
213,10.444819717908238
214,7.835009078703811
215,16.519442298986295
216,15.485316205543938
217,32.58343659724172
218,13.211325169358783
219,13.26866900553424
220,8.894371270564966
221,6.912114320789346
222,18.94686398765328
223,7.315305348093158
224,7.782263720508435
225,7.827879221886017
226,21.221237030000395
227,7.421579564668715
228,21.76509663429874
229,55.17660937705807
230,92.1972945247045
231,13.858728541625082
232,12.882021462315631
233,11.352805992201692
234,14.486225994824684
235,17.722145155633058
236,41.358545721837835
237,8.453576043577824
238,9.566927625349406
239,7.521140224032448
240,5.851029945271184
241,19.91468443998895
242,9.088861390410285
243,19.06029327598182
244,17.712397555977635
245,8.923861847454525
246,14.433017635481056
247,16.45785165533926
248,18.386318338020406
249,21.297374421799894
250,7.310948056702394
251,8.509551805412158
252,69.73181590415875
253,5.738380551989275
254,7.587235513260277
255,8.617696343259437
256,15.714825802007539
257,21.49747816296375
258,10.07501998729169
259,12.061273141319788
260,14.677262702136078
261,10.573434181523691
262,7.1754493452590165
263,7.758963680596488
264,6.178946496277762
265,27.234055197460414
266,13.325489869759192
267,13.094533978622264
268,27.588472922437827
269,6.400363051760857
270,13.812947435157367
271,10.45501903834963
272,16.003423501318803
273,31.277097587700148
274,12.034087932805004
275,6.612677135127179
276,62.131767023733026
277,10.741954386674715
278,13.133091238374885
279,13.18616834039799
280,10.327907265140519
281,15.54603775948105
282,11.456715762609802
283,15.307247942428344
284,24.833928052030718
285,11.16421262237931
286,11.171612790457871
287,11.044486582848894
288,12.13749906261578
289,5.636390723233075
290,6.973550302620997
291,7.2944958774900766
292,8.865547269663836
293,17.93454684639186
294,10.355733977004848
295,10.245025070009877
296,21.190940072954817
297,11.719873377424342
298,12.584830651408414
299,13.78999602327338
300,8.106546045724976
301,11.029723687005676
302,14.778772403200142
303,5.665614510431361
304,7.5688271265546705
305,7.162187954202956
306,9.989931722412374
307,7.855096999971209
308,10.00272495744005
309,12.162448566697064
310,14.509256427293096
311,54.14442800423841
312,15.466801649887582
313,13.063474004048075
314,10.746538063258951
315,8.236582346773657
316,5.925060384143239
317,52.856687029547274
318,16.89318930897366
319,7.510901512703367
320,7.608265771298097
321,27.466738920831723
322,25.43259527368819
323,7.874301279016818
324,23.651093706624625
325,11.268319204957553
326,20.096344415179605
327,5.734404780515351
328,9.928485225312395
329,8.078420369417731
330,9.266192538596323
331,6.748744497566899
332,14.552066724189407
333,10.744404156070457
334,41.390426983572816
335,36.92166135237393
336,5.665614510431361
337,17.977762631355098
338,14.611239090918762
339,26.46301241625857
340,6.217634206052737
341,28.142065879680995
342,10.794457283036085
343,13.44354819633369
344,13.315252216042914
345,20.518708810859682
346,58.64274448571978
347,11.08625430487879
348,9.2290271358923
349,6.488742835522823
350,10.057918174762882
351,5.505014336362693
352,39.24600816148919
353,7.412937885458594
354,16.677590531860012
355,10.728412765061014
356,6.882709709488815
357,11.593739691968299
358,7.871961134951616
359,8.121318739386346
360,6.01596814290141
361,8.33703906313754
362,6.929994451030929
363,11.632185083244858
364,6.6233276952150355
365,8.221169475151717
366,9.816801388808676
367,9.702303635761549
368,7.42330722299459
369,14.876332380808304
370,8.595798844188995
371,8.185212162236283
372,13.706834096432914
373,38.934969142505075
374,11.757051245464647
375,22.9803845584184
376,12.329296301484217
377,8.559937046827368
378,6.371795834248265
379,26.964863734820653
380,6.458687405963602
381,17.964148962100598
382,7.2524317706354315
383,5.636390723233075
384,20.75962468735432
385,15.324225095355308
386,17.666607146072497
387,8.889331508625046
388,18.240907986358167
389,25.55805592866438
390,8.257294436178192
391,10.058644858696344
392,9.81310586619711
393,10.32951003039191
394,5.873810829803826
395,8.072474374131593
396,5.349332494563367
397,8.291129044420142
398,7.418487549171873
399,28.5054909719178
400,22.744833040165016
401,16.018506214196716
402,10.398538063116268
403,9.940646695703869
404,9.923224823816636
405,6.646754668810699
406,28.876717008182123
407,10.237905562382057
408,8.986912812348937
409,9.679008319128284
410,15.211389303242639
411,21.625556722078343
412,8.852347766894313
413,13.462116953550089
414,46.65137905238406
415,9.475643305201805
416,11.481181437165773
417,5.8212963522306875
418,10.058644858696344
419,22.696860680333966
420,11.171612790457871
421,7.360438546449353
422,15.218419433310268
423,10.786192231845469
424,18.304838691414897
425,8.1369569434817
426,9.840928349437762
427,7.00254552597169
428,5.966101745976574
429,19.83213368159248
430,7.399085015173684
431,6.812544818033216
432,10.054844611630205
433,13.26866900553424
434,16.06093557807175
435,19.74219528480327
436,23.652470565538845
437,12.668750478976595
438,7.044912548983673
439,22.371493375689006
440,37.73836961021246
441,5.349332494563367
442,9.42052712102997
443,10.99460499660197
444,8.262764130929552
445,10.193693799708244
446,17.115901817800324
447,9.33802488735217
448,12.534860281313708
449,8.743937099457888
450,10.99460499660197
451,8.225492053786846
452,8.231984811852897
453,7.044912548983673
454,21.657080657623386
455,21.103025478045467
456,17.19054579226983
457,22.531051510981964
458,5.865781167385732
459,14.225217131074205
460,26.845480073605938
461,25.898056141008002
462,14.721330410779421
463,7.1198900414743145
464,9.900103928844935
465,6.349038533201866
466,7.649029515144679
467,78.14936458464105
468,10.558111518529829
469,24.368026402696643
470,16.767318581692688
471,12.96992582157737
472,6.121783587775901
473,5.955671602034658
474,7.518644761994775
475,34.063711374809806
476,109.06786567822328
477,10.117913409067372
478,14.940090161363194
479,18.88309228845259
480,15.140584444702048
481,9.73354234720506
482,16.643624644800248
483,68.82664337438024
484,10.367190459101874
485,8.475883302566105
486,12.228867012509209
487,6.488742835522823
488,9.940205889820385
489,5.665614510431361
490,7.162187954202956
491,19.626923265463255
492,5.679616304818268
493,7.121035375252615
494,9.821197710083448
495,17.405986299526926
496,10.289411514963414
497,7.779872423757268
498,10.215263784408712
499,78.02301897129729
500,6.336875509894803
501,44.20861781077809
502,6.711773700280869
503,7.815324575161552
504,19.483957550973123
505,11.017505241389655
506,6.721349731711205
507,32.61050379085494
508,18.368530437942443
509,7.0493390323224085
510,10.243501496246015
511,23.411235133816174
512,18.31480617178453
513,17.312897075757867
514,12.039878273714912
515,10.291844008796266
516,18.58835546363137
517,5.349332494563367
518,31.963394060687904
519,11.305987053415302
520,10.52494321878544
521,15.125514773035421
522,10.955103958094963
523,46.3733009660618
524,14.528503329815024
525,9.905669149584371
526,19.905252437402293
527,14.2117037957117
528,8.7956442557329
529,11.019101301006586
530,9.82077763552529
531,10.789519779192872
532,9.566927625349406
533,14.6985425406343
534,6.679244519775293
535,32.49303243997349
536,10.27553322647167
537,14.867351667890123
538,57.928011062860946
539,6.658110870028947
540,9.648054662774133
541,13.409536446934638
542,53.36102822465589
543,8.526376400025024
544,8.563832045548358
545,26.694169937894024
546,8.803417904738197
547,17.616082778855766
548,7.812183135130954
549,18.495153783729886
550,9.080539112211946
551,42.94740331969584
552,7.540338500855051
553,15.402051531893278
554,8.711123333816081
555,12.513433645767185
556,8.576312964706014
557,65.31815642363381
558,12.783806077713244
559,8.364286385012399
560,11.115932074765105
561,6.369825554971024
562,6.690476064300139
563,18.524652183086552
564,13.13822608193231
565,15.93901451915522
566,7.775792893102732
567,88.82902187674951
568,12.168803060015167
569,10.955166142496134
570,12.20872126857987
571,27.299578431138546
572,8.57413446984958
573,14.244587217675528
574,29.31232571730871
575,7.53169629445712
576,30.851697034180265
577,10.055015372667736
578,6.488742835522823
579,8.474343438974357
580,11.429018523285057
581,28.809152274863585
582,8.369307730420608
583,8.478321092206752
584,64.56014326489984
585,11.068606122003912
586,65.24857411530105
587,9.66239515258991
588,11.332812248701277
